date,is_christian_holiday,is_jewish_holiday,is_muslim_holiday,is_chinese_holiday
1954-03-25,1,0,0,0
1954-04-05,0,0,0,1
1954-04-11,1,0,0,0
1954-04-15,1,0,0,0
1954-04-16,1,0,0,0
1954-04-18,1,1,0,0
1954-04-19,1,0,0,0
1954-04-24,0,1,0,0
1954-04-25,1,0,0,0
1954-05-06,0,1,0,0
1954-05-27,1,0,0,0
1954-06-02,0,0,1,0
1954-06-03,0,0,1,0
1954-06-04,0,0,1,0
1954-06-05,0,0,1,1
1954-06-06,1,0,1,0
1954-06-07,1,1,1,0
1954-06-13,1,0,0,0
1954-06-17,1,0,0,0
1954-06-24,1,0,0,0
1954-06-25,1,0,0,0
1954-06-29,1,0,0,0
1954-08-05,0,0,0,1
1954-08-06,1,0,0,0
1954-08-08,0,0,1,0
1954-08-09,0,0,1,0
1954-08-10,0,0,1,0
1954-08-11,0,0,1,0
1954-08-13,0,0,0,1
1954-08-15,1,0,0,0
1954-09-08,1,0,0,0
1954-09-11,0,0,0,1
1954-09-14,1,0,0,0
1954-09-28,0,1,0,0
1954-09-29,0,1,0,0
1954-10-05,0,0,0,1
1954-10-07,0,1,0,0
1954-10-12,0,1,0,0
1954-10-19,0,1,0,0
1954-11-01,1,0,0,0
1954-11-02,1,0,0,0
1954-12-08,1,0,0,0
1954-12-22,0,0,0,1
1954-12-25,1,0,0,0
1954-12-26,1,0,0,0
1954-12-28,1,0,0,0
1955-01-01,1,0,0,1
1955-01-06,1,0,0,0
1955-01-16,0,0,0,1
1955-01-24,0,0,0,1
1955-02-02,1,0,0,0
1955-02-07,0,0,0,1
1955-02-23,1,0,0,0
1955-03-19,1,0,0,0
1955-03-25,1,0,0,0
1955-04-03,1,0,0,0
1955-04-05,0,0,0,1
1955-04-07,1,1,0,0
1955-04-08,1,0,0,0
1955-04-10,1,0,0,0
1955-04-11,1,0,0,0
1955-04-13,0,1,0,0
1955-04-17,1,0,0,0
1955-04-27,0,1,0,0
1955-05-19,1,0,0,0
1955-05-23,0,0,1,0
1955-05-24,0,0,1,0
1955-05-25,0,0,1,0
1955-05-26,0,0,1,0
1955-05-27,0,1,0,0
1955-05-28,0,0,1,0
1955-05-29,1,0,0,0
1955-05-30,1,0,0,0
1955-06-05,1,0,0,0
1955-06-09,1,0,0,0
1955-06-17,1,0,0,0
1955-06-24,1,0,0,1
1955-06-29,1,0,0,0
1955-07-29,0,0,1,0
1955-07-30,0,0,1,0
1955-07-31,0,0,1,0
1955-08-01,0,0,1,0
1955-08-02,0,0,1,0
1955-08-06,1,0,0,0
1955-08-15,1,0,0,0
1955-08-24,0,0,0,1
1955-09-01,0,0,0,1
1955-09-08,1,0,0,0
1955-09-14,1,0,0,0
1955-09-17,0,1,0,0
1955-09-18,0,1,0,0
1955-09-26,0,1,0,0
1955-09-30,0,0,0,1
1955-10-01,0,1,0,0
1955-10-08,0,1,0,0
1955-10-24,0,0,0,1
1955-11-01,1,0,0,0
1955-11-02,1,0,0,0
1955-12-08,1,0,0,0
1955-12-22,0,0,0,1
1955-12-25,1,0,0,0
1955-12-26,1,0,0,0
1955-12-28,1,0,0,0
1956-01-01,1,0,0,0
1956-01-06,1,0,0,0
1956-01-20,0,0,0,1
1956-02-02,1,0,0,0
1956-02-04,0,0,0,1
1956-02-12,0,0,0,1
1956-02-15,1,0,0,0
1956-02-26,0,0,0,1
1956-03-19,1,0,0,0
1956-03-25,1,0,0,0
1956-03-27,0,1,0,0
1956-03-29,1,0,0,0
1956-03-30,1,0,0,0
1956-04-01,1,0,0,0
1956-04-02,1,1,0,0
1956-04-05,0,0,0,1
1956-04-08,1,0,0,0
1956-04-16,0,1,0,0
1956-05-10,1,0,0,0
1956-05-11,0,0,1,0
1956-05-12,0,0,1,0
1956-05-13,0,0,1,0
1956-05-14,0,0,1,0
1956-05-15,0,0,1,0
1956-05-16,0,1,0,0
1956-05-20,1,0,0,0
1956-05-21,1,0,0,0
1956-05-27,1,0,0,0
1956-05-31,1,0,0,0
1956-06-08,1,0,0,0
1956-06-13,0,0,0,1
1956-06-24,1,0,0,0
1956-06-29,1,0,0,0
1956-07-18,0,0,1,0
1956-07-19,0,0,1,0
1956-07-20,0,0,1,0
1956-07-21,0,0,1,0
1956-07-22,0,0,1,0
1956-07-23,0,0,1,0
1956-08-06,1,0,0,0
1956-08-12,0,0,0,1
1956-08-15,1,0,0,0
1956-08-20,0,0,0,1
1956-09-06,0,1,0,0
1956-09-07,0,1,0,0
1956-09-08,1,0,0,0
1956-09-14,1,0,0,0
1956-09-15,0,1,0,0
1956-09-19,0,0,0,1
1956-09-20,0,1,0,0
1956-09-27,0,1,0,0
1956-10-12,0,0,0,1
1956-11-01,1,0,0,0
1956-11-02,1,0,0,0
1956-12-08,1,0,0,0
1956-12-22,0,0,0,1
1956-12-25,1,0,0,0
1956-12-26,1,0,0,0
1956-12-28,1,0,0,0
1957-01-01,1,0,0,0
1957-01-06,1,0,0,0
1957-01-08,0,0,0,1
1957-01-23,0,0,0,1
1957-01-31,0,0,0,1
1957-02-02,1,0,0,0
1957-02-14,0,0,0,1
1957-03-06,1,0,0,0
1957-03-19,1,0,0,0
1957-03-25,1,0,0,0
1957-04-05,0,0,0,1
1957-04-14,1,0,0,0
1957-04-16,0,1,0,0
1957-04-18,1,0,0,0
1957-04-19,1,0,0,0
1957-04-21,1,0,0,0
1957-04-22,1,1,0,0
1957-04-28,1,0,0,0
1957-04-30,0,0,1,0
1957-05-01,0,0,1,0
1957-05-02,0,0,1,0
1957-05-03,0,0,1,0
1957-05-04,0,0,1,0
1957-05-05,0,0,1,0
1957-05-06,0,1,0,0
1957-05-30,1,0,0,0
1957-06-02,0,0,0,1
1957-06-05,0,1,0,0
1957-06-09,1,0,0,0
1957-06-10,1,0,0,0
1957-06-16,1,0,0,0
1957-06-20,1,0,0,0
1957-06-24,1,0,0,0
1957-06-28,1,0,0,0
1957-06-29,1,0,0,0
1957-07-07,0,0,1,0
1957-07-08,0,0,1,0
1957-07-09,0,0,1,0
1957-07-10,0,0,1,0
1957-08-02,0,0,0,1
1957-08-06,1,0,0,0
1957-08-10,0,0,0,1
1957-08-15,1,0,0,0
1957-09-08,1,0,0,1
1957-09-14,1,0,0,0
1957-09-26,0,1,0,0
1957-09-27,0,1,0,0
1957-10-05,0,1,0,0
1957-10-10,0,1,0,0
1957-10-17,0,1,0,0
1957-10-31,0,0,0,1
1957-11-01,1,0,0,0
1957-11-02,1,0,0,0
1957-12-08,1,0,0,0
1957-12-22,0,0,0,1
1957-12-25,1,0,0,0
1957-12-26,1,0,0,0
1957-12-28,1,0,0,0
1958-01-01,1,0,0,0
1958-01-06,1,0,0,0
1958-01-27,0,0,0,1
1958-02-02,1,0,0,0
1958-02-11,0,0,0,1
1958-02-18,0,0,0,1
1958-02-19,1,0,0,0
1958-03-04,0,0,0,1
1958-03-19,1,0,0,0
1958-03-25,1,0,0,0
1958-03-30,1,0,0,0
1958-04-03,1,0,0,0
1958-04-04,1,0,0,0
1958-04-05,0,1,0,1
1958-04-06,1,0,0,0
1958-04-07,1,0,0,0
1958-04-11,0,1,0,0
1958-04-13,1,0,0,0
1958-04-19,0,0,1,0
1958-04-20,0,0,1,0
1958-04-21,0,0,1,0
1958-04-22,0,0,1,0
1958-04-24,0,1,0,0
1958-05-15,1,0,0,0
1958-05-25,1,1,0,0
1958-05-26,1,0,0,0
1958-06-01,1,0,0,0
1958-06-05,1,0,0,0
1958-06-13,1,0,0,0
1958-06-21,0,0,0,1
1958-06-24,1,0,0,0
1958-06-26,0,0,1,0
1958-06-27,0,0,1,0
1958-06-28,0,0,1,0
1958-06-29,1,0,1,0
1958-06-30,0,0,1,0
1958-07-01,0,0,1,0
1958-08-06,1,0,0,0
1958-08-15,1,0,0,0
1958-08-21,0,0,0,1
1958-08-29,0,0,0,1
1958-09-08,1,0,0,0
1958-09-14,1,0,0,0
1958-09-15,0,1,0,0
1958-09-16,0,1,0,0
1958-09-24,0,1,0,0
1958-09-27,0,0,0,1
1958-09-29,0,1,0,0
1958-10-06,0,1,0,0
1958-10-21,0,0,0,1
1958-11-01,1,0,0,0
1958-11-02,1,0,0,0
1958-12-08,1,0,0,0
1958-12-22,0,0,0,1
1958-12-25,1,0,0,0
1958-12-26,1,0,0,0
1958-12-28,1,0,0,0
1959-01-01,1,0,0,0
1959-01-06,1,0,0,0
1959-01-16,0,0,0,1
1959-01-31,0,0,0,1
1959-02-02,1,0,0,0
1959-02-08,0,0,0,1
1959-02-11,1,0,0,0
1959-02-22,0,0,0,1
1959-03-19,1,0,0,0
1959-03-22,1,0,0,0
1959-03-25,1,0,0,0
1959-03-26,1,0,0,0
1959-03-27,1,0,0,0
1959-03-29,1,0,0,0
1959-03-30,1,0,0,0
1959-04-05,1,0,0,1
1959-04-09,0,0,1,0
1959-04-10,0,0,1,0
1959-04-11,0,0,1,0
1959-04-12,0,0,1,0
1959-04-13,0,0,1,0
1959-04-14,0,0,1,0
1959-04-23,0,1,0,0
1959-04-29,0,1,0,0
1959-05-07,1,0,0,0
1959-05-13,0,1,0,0
1959-05-17,1,0,0,0
1959-05-18,1,0,0,0
1959-05-24,1,0,0,0
1959-05-28,1,0,0,0
1959-06-05,1,0,0,0
1959-06-10,0,0,0,1
1959-06-12,0,1,0,0
1959-06-16,0,0,1,0
1959-06-17,0,0,1,0
1959-06-18,0,0,1,0
1959-06-19,0,0,1,0
1959-06-20,0,0,1,0
1959-06-21,0,0,1,0
1959-06-24,1,0,0,0
1959-06-29,1,0,0,0
1959-08-06,1,0,0,0
1959-08-10,0,0,0,1
1959-08-15,1,0,0,0
1959-08-18,0,0,0,1
1959-09-08,1,0,0,0
1959-09-14,1,0,0,0
1959-09-17,0,0,0,1
1959-10-03,0,1,0,0
1959-10-04,0,1,0,0
1959-10-10,0,0,0,1
1959-10-12,0,1,0,0
1959-10-17,0,1,0,0
1959-10-24,0,1,0,0
1959-11-01,1,0,0,0
1959-11-02,1,0,0,0
1959-12-08,1,0,0,0
1959-12-22,0,0,0,1
1959-12-25,1,0,0,0
1959-12-26,1,0,0,0
1959-12-28,1,0,0,0
1960-01-01,1,0,0,0
1960-01-06,1,0,0,1
1960-01-21,0,0,0,1
1960-01-28,0,0,0,1
1960-02-02,1,0,0,0
1960-02-11,0,0,0,1
1960-03-02,1,0,0,0
1960-03-19,1,0,0,0
1960-03-25,1,0,0,0
1960-03-28,0,0,1,0
1960-03-29,0,0,1,0
1960-03-30,0,0,1,0
1960-03-31,0,0,1,0
1960-04-02,0,0,1,0
1960-04-05,0,0,0,1
1960-04-10,1,0,0,0
1960-04-12,0,1,0,0
1960-04-14,1,0,0,0
1960-04-15,1,0,0,0
1960-04-17,1,0,0,0
1960-04-18,1,1,0,0
1960-04-24,1,0,0,0
1960-05-02,0,1,0,0
1960-05-26,1,0,0,0
1960-05-29,0,0,0,1
1960-06-01,0,1,0,0
1960-06-03,0,0,1,0
1960-06-04,0,0,1,0
1960-06-05,1,0,1,0
1960-06-06,1,0,1,0
1960-06-07,0,0,1,0
1960-06-12,1,0,0,0
1960-06-16,1,0,0,0
1960-06-24,1,0,0,0
1960-06-29,1,0,0,0
1960-08-06,1,0,0,0
1960-08-15,1,0,0,0
1960-08-28,0,0,0,1
1960-09-05,0,0,0,1
1960-09-08,1,0,0,0
1960-09-14,1,0,0,0
1960-09-22,0,1,0,0
1960-09-23,0,1,0,0
1960-10-01,0,1,0,0
1960-10-05,0,0,0,1
1960-10-06,0,1,0,0
1960-10-13,0,1,0,0
1960-10-28,0,0,0,1
1960-11-01,1,0,0,0
1960-11-02,1,0,0,0
1960-12-08,1,0,0,0
1960-12-22,0,0,0,1
1960-12-25,1,0,0,0
1960-12-26,1,0,0,0
1960-12-28,1,0,0,0
1961-01-01,1,0,0,0
1961-01-06,1,0,0,0
1961-01-24,0,0,0,1
1961-02-02,1,0,0,0
1961-02-08,0,0,0,1
1961-02-15,1,0,0,1
1961-03-01,0,0,0,1
1961-03-17,0,0,1,0
1961-03-18,0,0,1,0
1961-03-19,1,0,1,0
1961-03-20,0,0,1,0
1961-03-21,0,0,1,0
1961-03-25,1,0,0,0
1961-03-26,1,0,0,0
1961-03-30,1,0,0,0
1961-03-31,1,0,0,0
1961-04-01,0,1,0,0
1961-04-02,1,0,0,0
1961-04-03,1,0,0,0
1961-04-05,0,0,0,1
1961-04-07,0,1,0,0
1961-04-09,1,0,0,0
1961-04-20,0,1,0,0
1961-05-11,1,0,0,0
1961-05-21,1,1,0,0
1961-05-22,1,0,0,0
1961-05-24,0,0,1,0
1961-05-25,0,0,1,0
1961-05-26,0,0,1,0
1961-05-27,0,0,1,0
1961-05-28,1,0,1,0
1961-05-29,0,0,1,0
1961-06-01,1,0,0,0
1961-06-09,1,0,0,0
1961-06-17,0,0,0,1
1961-06-24,1,0,0,0
1961-06-29,1,0,0,0
1961-08-06,1,0,0,0
1961-08-15,1,0,0,0
1961-08-17,0,0,0,1
1961-08-25,0,0,0,1
1961-09-08,1,0,0,0
1961-09-11,0,1,0,0
1961-09-12,0,1,0,0
1961-09-14,1,0,0,0
1961-09-20,0,1,0,0
1961-09-24,0,0,0,1
1961-09-25,0,1,0,0
1961-10-02,0,1,0,0
1961-10-18,0,0,0,1
1961-11-01,1,0,0,0
1961-11-02,1,0,0,0
1961-12-08,1,0,0,0
1961-12-22,0,0,0,1
1961-12-25,1,0,0,0
1961-12-26,1,0,0,0
1961-12-28,1,0,0,0
1962-01-01,1,0,0,0
1962-01-06,1,0,0,0
1962-01-13,0,0,0,1
1962-01-28,0,0,0,1
1962-02-02,1,0,0,0
1962-02-05,0,0,0,1
1962-02-19,0,0,0,1
1962-03-06,0,0,1,0
1962-03-07,1,0,1,0
1962-03-08,0,0,1,0
1962-03-09,0,0,1,0
1962-03-10,0,0,1,0
1962-03-11,0,0,1,0
1962-03-19,1,0,0,0
1962-03-25,1,0,0,0
1962-04-05,0,0,0,1
1962-04-15,1,0,0,0
1962-04-19,1,1,0,0
1962-04-20,1,0,0,0
1962-04-22,1,0,0,0
1962-04-23,1,0,0,0
1962-04-25,0,1,0,0
1962-04-29,1,0,0,0
1962-05-09,0,1,0,0
1962-05-13,0,0,1,0
1962-05-14,0,0,1,0
1962-05-15,0,0,1,0
1962-05-16,0,0,1,0
1962-05-31,1,0,0,0
1962-06-06,0,0,0,1
1962-06-08,0,1,0,0
1962-06-10,1,0,0,0
1962-06-11,1,0,0,0
1962-06-17,1,0,0,0
1962-06-21,1,0,0,0
1962-06-24,1,0,0,0
1962-06-29,1,0,0,0
1962-08-06,1,0,0,1
1962-08-14,0,0,0,1
1962-08-15,1,0,0,0
1962-09-08,1,0,0,0
1962-09-13,0,0,0,1
1962-09-14,1,0,0,0
1962-09-29,0,1,0,0
1962-09-30,0,1,0,0
1962-10-07,0,0,0,1
1962-10-08,0,1,0,0
1962-10-13,0,1,0,0
1962-10-20,0,1,0,0
1962-11-01,1,0,0,0
1962-11-02,1,0,0,0
1962-12-08,1,0,0,0
1962-12-22,0,0,0,1
1962-12-25,1,0,0,0
1962-12-26,1,0,0,0
1962-12-28,1,0,0,0
1963-01-01,1,0,0,0
1963-01-03,0,0,0,1
1963-01-06,1,0,0,0
1963-01-18,0,0,0,1
1963-01-25,0,0,0,1
1963-02-02,1,0,0,0
1963-02-08,0,0,0,1
1963-02-24,0,0,1,0
1963-02-25,0,0,1,0
1963-02-26,0,0,1,0
1963-02-27,1,0,1,0
1963-03-19,1,0,0,0
1963-03-25,1,0,0,0
1963-04-05,0,0,0,1
1963-04-07,1,0,0,0
1963-04-09,0,1,0,0
1963-04-11,1,0,0,0
1963-04-12,1,0,0,0
1963-04-14,1,0,0,0
1963-04-15,1,1,0,0
1963-04-21,1,0,0,0
1963-04-29,0,1,0,0
1963-05-02,0,0,1,0
1963-05-03,0,0,1,0
1963-05-04,0,0,1,0
1963-05-05,0,0,1,0
1963-05-06,0,0,1,0
1963-05-07,0,0,1,0
1963-05-23,1,0,0,0
1963-05-29,0,1,0,0
1963-06-02,1,0,0,0
1963-06-03,1,0,0,0
1963-06-09,1,0,0,0
1963-06-13,1,0,0,0
1963-06-21,1,0,0,0
1963-06-24,1,0,0,0
1963-06-25,0,0,0,1
1963-06-29,1,0,0,0
1963-08-06,1,0,0,0
1963-08-15,1,0,0,0
1963-08-25,0,0,0,1
1963-09-02,0,0,0,1
1963-09-08,1,0,0,0
1963-09-14,1,0,0,0
1963-09-19,0,1,0,0
1963-09-20,0,1,0,0
1963-09-28,0,1,0,0
1963-10-02,0,0,0,1
1963-10-03,0,1,0,0
1963-10-10,0,1,0,0
1963-10-25,0,0,0,1
1963-11-01,1,0,0,0
1963-11-02,1,0,0,0
1963-12-08,1,0,0,0
1963-12-22,0,0,0,1
1963-12-25,1,0,0,0
1963-12-26,1,0,0,0
1963-12-28,1,0,0,0
1964-01-01,1,0,0,0
1964-01-06,1,0,0,0
1964-01-22,0,0,0,1
1964-02-02,1,0,0,0
1964-02-06,0,0,0,1
1964-02-12,1,0,0,0
1964-02-13,0,0,1,1
1964-02-14,0,0,1,0
1964-02-15,0,0,1,0
1964-02-16,0,0,1,0
1964-02-17,0,0,1,0
1964-02-18,0,0,1,0
1964-02-27,0,0,0,1
1964-03-19,1,0,0,0
1964-03-22,1,0,0,0
1964-03-25,1,0,0,0
1964-03-26,1,0,0,0
1964-03-27,1,0,0,0
1964-03-28,0,1,0,0
1964-03-29,1,0,0,0
1964-03-30,1,0,0,0
1964-04-03,0,1,0,0
1964-04-05,1,0,0,1
1964-04-16,0,1,0,0
1964-04-21,0,0,1,0
1964-04-22,0,0,1,0
1964-04-23,0,0,1,0
1964-04-24,0,0,1,0
1964-04-25,0,0,1,0
1964-04-26,0,0,1,0
1964-05-07,1,0,0,0
1964-05-17,1,1,0,0
1964-05-18,1,0,0,0
1964-05-24,1,0,0,0
1964-05-28,1,0,0,0
1964-06-05,1,0,0,0
1964-06-14,0,0,0,1
1964-06-24,1,0,0,0
1964-06-29,1,0,0,0
1964-08-06,1,0,0,0
1964-08-14,0,0,0,1
1964-08-15,1,0,0,0
1964-08-22,0,0,0,1
1964-09-07,0,1,0,0
1964-09-08,1,1,0,0
1964-09-14,1,0,0,0
1964-09-16,0,1,0,0
1964-09-20,0,0,0,1
1964-09-21,0,1,0,0
1964-09-28,0,1,0,0
1964-10-14,0,0,0,1
1964-11-01,1,0,0,0
1964-11-02,1,0,0,0
1964-12-08,1,0,0,0
1964-12-22,0,0,0,1
1964-12-25,1,0,0,0
1964-12-26,1,0,0,0
1964-12-28,1,0,0,0
1965-01-01,1,0,0,0
1965-01-06,1,0,0,0
1965-01-10,0,0,0,1
1965-01-25,0,0,0,1
1965-02-01,0,0,1,0
1965-02-02,1,0,1,1
1965-02-03,0,0,1,0
1965-02-04,0,0,1,0
1965-02-06,0,0,1,0
1965-02-16,0,0,0,1
1965-03-03,1,0,0,0
1965-03-19,1,0,0,0
1965-03-25,1,0,0,0
1965-04-05,0,0,0,1
1965-04-10,0,0,1,0
1965-04-11,1,0,1,0
1965-04-12,0,0,1,0
1965-04-13,0,0,1,0
1965-04-15,1,0,0,0
1965-04-16,1,0,0,0
1965-04-17,0,1,0,0
1965-04-18,1,0,0,0
1965-04-19,1,0,0,0
1965-04-23,0,1,0,0
1965-04-25,1,0,0,0
1965-05-06,0,1,0,0
1965-05-27,1,0,0,0
1965-06-04,0,0,0,1
1965-06-06,1,1,0,0
1965-06-07,1,0,0,0
1965-06-13,1,0,0,0
1965-06-17,1,0,0,0
1965-06-24,1,0,0,0
1965-06-25,1,0,0,0
1965-06-29,1,0,0,0
1965-08-03,0,0,0,1
1965-08-06,1,0,0,0
1965-08-11,0,0,0,1
1965-08-15,1,0,0,0
1965-09-08,1,0,0,0
1965-09-10,0,0,0,1
1965-09-14,1,0,0,0
1965-09-27,0,1,0,0
1965-09-28,0,1,0,0
1965-10-03,0,0,0,1
1965-10-06,0,1,0,0
1965-10-11,0,1,0,0
1965-10-18,0,1,0,0
1965-11-01,1,0,0,0
1965-11-02,1,0,0,0
1965-12-08,1,0,0,0
1965-12-22,0,0,0,1
1965-12-25,1,0,0,0
1965-12-26,1,0,0,0
1965-12-28,1,0,0,0
1965-12-30,0,0,0,1
1966-01-01,1,0,0,0
1966-01-06,1,0,0,0
1966-01-14,0,0,0,1
1966-01-21,0,0,1,1
1966-01-22,0,0,1,0
1966-01-23,0,0,1,0
1966-01-24,0,0,1,0
1966-01-25,0,0,1,0
1966-02-02,1,0,0,0
1966-02-04,0,0,0,1
1966-02-23,1,0,0,0
1966-03-19,1,0,0,0
1966-03-25,1,0,0,0
1966-03-31,0,0,1,0
1966-04-01,0,0,1,0
1966-04-02,0,0,1,0
1966-04-03,1,0,1,0
1966-04-04,0,0,1,0
1966-04-05,0,1,1,1
1966-04-07,1,0,0,0
1966-04-08,1,0,0,0
1966-04-10,1,0,0,0
1966-04-11,1,1,0,0
1966-04-17,1,0,0,0
1966-04-25,0,1,0,0
1966-05-19,1,0,0,0
1966-05-25,0,1,0,0
1966-05-29,1,0,0,0
1966-05-30,1,0,0,0
1966-06-05,1,0,0,0
1966-06-09,1,0,0,0
1966-06-17,1,0,0,0
1966-06-23,0,0,0,1
1966-06-24,1,0,0,0
1966-06-29,1,0,0,0
1966-08-06,1,0,0,0
1966-08-15,1,0,0,0
1966-08-22,0,0,0,1
1966-08-30,0,0,0,1
1966-09-08,1,0,0,0
1966-09-14,1,0,0,0
1966-09-15,0,1,0,0
1966-09-16,0,1,0,0
1966-09-24,0,1,0,0
1966-09-29,0,1,0,1
1966-10-06,0,1,0,0
1966-10-22,0,0,0,1
1966-11-01,1,0,0,0
1966-11-02,1,0,0,0
1966-12-08,1,0,0,0
1966-12-22,0,0,0,1
1966-12-25,1,0,0,0
1966-12-26,1,0,0,0
1966-12-28,1,0,0,0
1967-01-01,1,0,0,0
1967-01-06,1,0,0,0
1967-01-11,0,0,1,0
1967-01-12,0,0,1,0
1967-01-13,0,0,1,0
1967-01-14,0,0,1,0
1967-01-15,0,0,1,0
1967-01-16,0,0,1,0
1967-01-18,0,0,0,1
1967-02-02,1,0,0,1
1967-02-08,1,0,0,0
1967-02-09,0,0,0,1
1967-02-23,0,0,0,1
1967-03-19,1,0,0,0
1967-03-20,0,0,1,0
1967-03-21,0,0,1,0
1967-03-22,0,0,1,0
1967-03-23,1,0,1,0
1967-03-24,1,0,0,0
1967-03-25,1,0,1,0
1967-03-26,1,0,0,0
1967-03-27,1,0,0,0
1967-04-02,1,0,0,0
1967-04-05,0,0,0,1
1967-04-25,0,1,0,0
1967-05-01,0,1,0,0
1967-05-04,1,0,0,0
1967-05-14,1,0,0,0
1967-05-15,1,1,0,0
1967-05-21,1,0,0,0
1967-05-25,1,0,0,0
1967-06-02,1,0,0,0
1967-06-12,0,0,0,1
1967-06-14,0,1,0,0
1967-06-24,1,0,0,0
1967-06-29,1,0,0,0
1967-08-06,1,0,0,0
1967-08-12,0,0,0,1
1967-08-15,1,0,0,0
1967-08-20,0,0,0,1
1967-09-08,1,0,0,0
1967-09-14,1,0,0,0
1967-09-18,0,0,0,1
1967-10-05,0,1,0,0
1967-10-06,0,1,0,0
1967-10-12,0,0,0,1
1967-10-14,0,1,0,0
1967-10-19,0,1,0,0
1967-10-26,0,1,0,0
1967-11-01,1,0,0,0
1967-11-02,1,0,0,0
1967-12-08,1,0,0,0
1967-12-22,0,0,0,1
1967-12-25,1,0,0,0
1967-12-26,1,0,0,0
1967-12-28,1,0,0,0
1968-01-01,1,0,1,0
1968-01-02,0,0,1,0
1968-01-03,0,0,1,0
1968-01-06,1,0,0,0
1968-01-07,0,0,0,1
1968-01-22,0,0,0,1
1968-01-30,0,0,0,1
1968-02-02,1,0,0,0
1968-02-13,0,0,0,1
1968-02-28,1,0,0,0
1968-03-08,0,0,1,0
1968-03-09,0,0,1,0
1968-03-10,0,0,1,0
1968-03-11,0,0,1,0
1968-03-12,0,0,1,0
1968-03-19,1,0,0,0
1968-03-25,1,0,0,0
1968-04-05,0,0,0,1
1968-04-07,1,0,0,0
1968-04-11,1,0,0,0
1968-04-12,1,0,0,0
1968-04-13,0,1,0,0
1968-04-14,1,0,0,0
1968-04-15,1,0,0,0
1968-04-19,0,1,0,0
1968-04-21,1,0,0,0
1968-05-02,0,1,0,0
1968-05-23,1,0,0,0
1968-05-31,0,0,0,1
1968-06-02,1,1,0,0
1968-06-03,1,0,0,0
1968-06-09,1,0,0,0
1968-06-13,1,0,0,0
1968-06-21,1,0,0,0
1968-06-24,1,0,0,0
1968-06-29,1,0,0,0
1968-07-31,0,0,0,1
1968-08-06,1,0,0,0
1968-08-08,0,0,0,1
1968-08-15,1,0,0,0
1968-09-08,1,0,0,0
1968-09-14,1,0,0,0
1968-09-23,0,1,0,0
1968-09-24,0,1,0,0
1968-10-02,0,1,0,0
1968-10-06,0,0,0,1
1968-10-07,0,1,0,0
1968-10-14,0,1,0,0
1968-10-30,0,0,0,1
1968-11-01,1,0,0,0
1968-11-02,1,0,0,0
1968-12-08,1,0,0,0
1968-12-20,0,0,1,0
1968-12-21,0,0,1,0
1968-12-22,0,0,1,1
1968-12-23,0,0,1,0
1968-12-24,0,0,1,0
1968-12-25,1,0,0,0
1968-12-26,1,0,0,0
1968-12-28,1,0,0,0
1969-01-01,1,0,0,0
1969-01-06,1,0,0,0
1969-01-25,0,0,0,1
1969-02-02,1,0,0,0
1969-02-09,0,0,0,1
1969-02-17,0,0,0,1
1969-02-19,1,0,0,0
1969-02-26,0,0,1,0
1969-02-27,0,0,1,0
1969-02-28,0,0,1,0
1969-03-01,0,0,1,0
1969-03-02,0,0,1,0
1969-03-03,0,0,1,1
1969-03-19,1,0,0,0
1969-03-25,1,0,0,0
1969-03-30,1,0,0,0
1969-04-03,1,1,0,0
1969-04-04,1,0,0,0
1969-04-05,0,0,0,1
1969-04-06,1,0,0,0
1969-04-07,1,0,0,0
1969-04-09,0,1,0,0
1969-04-13,1,0,0,0
1969-04-23,0,1,0,0
1969-05-15,1,0,0,0
1969-05-23,0,1,0,0
1969-05-25,1,0,0,0
1969-05-26,1,0,0,0
1969-06-01,1,0,0,0
1969-06-05,1,0,0,0
1969-06-13,1,0,0,0
1969-06-19,0,0,0,1
1969-06-24,1,0,0,0
1969-06-29,1,0,0,0
1969-08-06,1,0,0,0
1969-08-15,1,0,0,0
1969-08-19,0,0,0,1
1969-08-27,0,0,0,1
1969-09-08,1,0,0,0
1969-09-13,0,1,0,0
1969-09-14,1,1,0,0
1969-09-22,0,1,0,0
1969-09-26,0,0,0,1
1969-09-27,0,1,0,0
1969-10-04,0,1,0,0
1969-10-19,0,0,0,1
1969-11-01,1,0,0,0
1969-11-02,1,0,0,0
1969-12-08,1,0,0,0
1969-12-09,0,0,1,0
1969-12-10,0,0,1,0
1969-12-11,0,0,1,0
1969-12-12,0,0,1,0
1969-12-13,0,0,1,0
1969-12-14,0,0,1,0
1969-12-22,0,0,0,1
1969-12-25,1,0,0,0
1969-12-26,1,0,0,0
1969-12-28,1,0,0,0
1970-01-01,1,0,0,0
1970-01-06,1,0,0,0
1970-01-15,0,0,0,1
1970-01-30,0,0,0,1
1970-02-02,1,0,0,0
1970-02-06,0,0,0,1
1970-02-11,1,0,0,0
1970-02-15,0,0,1,0
1970-02-16,0,0,1,0
1970-02-17,0,0,1,0
1970-02-18,0,0,1,0
1970-02-20,0,0,0,1
1970-03-19,1,0,0,0
1970-03-22,1,0,0,0
1970-03-25,1,0,0,0
1970-03-26,1,0,0,0
1970-03-27,1,0,0,0
1970-03-29,1,0,0,0
1970-03-30,1,0,0,0
1970-04-05,1,0,0,1
1970-04-21,0,1,0,0
1970-04-27,0,1,0,0
1970-05-07,1,0,0,0
